Gene symbol,Count All BIOGRID Interactions,Gene name,Relation to ALS,Count Left Interactions,Count Right Interactions
ACADM,2.0,,,0.0,2.0
CACYBP,2.0,,,0.0,2.0
VANGL1,2.0,,,0.0,2.0
VAMP5,2.0,,,1.0,1.0
AGAP1,2.0,,,1.0,1.0
MSH2,2.0,,,0.0,2.0
MPI,2.0,,,0.0,2.0
LMLN,2.0,,,0.0,2.0
PDE4A,2.0,,,1.0,1.0
RNASE13,2.0,,,2.0,0.0
ANXA6,2.0,,,0.0,2.0
ATF2,2.0,,,1.0,1.0
ATF3,2.0,,,1.0,1.0
ATF4,2.0,,,1.0,1.0
RPRD1B,2.0,,,0.0,2.0
RPS10,2.0,,,1.0,1.0
NOL6,2.0,,,0.0,2.0
NOL3,2.0,,,1.0,1.0
NOC2L,2.0,,,0.0,2.0
ASH2L,2.0,,,1.0,1.0
ANXA11,2.0,annexin A11,Definitive ALS gene,0.0,2.0
RN7SK,2.0,,,0.0,2.0
ATF7IP,2.0,,,0.0,2.0
ATG101,2.0,,,0.0,2.0
ATG12,2.0,,,1.0,1.0
ANTXR1,2.0,,,2.0,0.0
YTHDC2,2.0,,,0.0,2.0
ANP32A,2.0,,,0.0,2.0
NME2P1,2.0,,,0.0,2.0
ATG7,2.0,,,0.0,2.0
PDE12,2.0,,,0.0,2.0
ASCL1,2.0,,,1.0,1.0
XRCC3,2.0,,,2.0,0.0
PCMTD1,2.0,,,0.0,2.0
AP1M2,2.0,,,0.0,2.0
ARSG,2.0,,,1.0,1.0
ARSK,2.0,,,0.0,2.0
NR2C1,2.0,,,2.0,0.0
ZAK,2.0,,,2.0,0.0
ZACN,2.0,,,2.0,0.0
NR0B1,2.0,,,1.0,1.0
NPY2R,2.0,,,1.0,1.0
NPY,2.0,,,2.0,0.0
ASAH1,2.0,,,1.0,1.0
NPRL2,2.0,,,1.0,1.0
PDDC1,2.0,,,1.0,1.0
ASB1,2.0,,,1.0,1.0
PCNT,2.0,,,1.0,1.0
NPPA,2.0,,,2.0,0.0
RNF10,2.0,,,0.0,2.0
YY1,2.0,,,0.0,2.0
PDAP1,2.0,,,0.0,2.0
NPHP4,2.0,,,1.0,1.0
AP1B1,2.0,,,0.0,2.0
ASB3,2.0,,,2.0,0.0
PDCD6IP,2.0,,,0.0,2.0
NME1,2.0,,,1.0,1.0
ANO7,2.0,,,2.0,0.0
NMD3,2.0,,,0.0,2.0
PHF10,2.0,,,0.0,2.0
ZMIZ1,2.0,,,1.0,1.0
PGF,2.0,,,2.0,0.0
ATP5J,2.0,,,1.0,1.0
RHEB,2.0,,,0.0,2.0
PGM3,2.0,,,0.0,2.0
RHBDL3,2.0,,,1.0,1.0
PGRMC1,2.0,,,1.0,1.0
ANKRD13B,2.0,,,2.0,0.0
PHF1,2.0,,,1.0,1.0
NEURL4,2.0,,,0.0,2.0
RFX6,2.0,,,0.0,2.0
RIPK3,2.0,,,2.0,0.0
RPS6KA5,2.0,,,2.0,0.0
ANKLE2,2.0,,,0.0,2.0
RPS6KA6,2.0,,,2.0,0.0
PHIP,2.0,,,2.0,0.0
YAF2,2.0,,,2.0,0.0
ATP6V0A1,2.0,,,0.0,2.0
RFC5,2.0,,,0.0,2.0
ATP6V1B1,2.0,,,1.0,1.0
RFC3,2.0,,,0.0,2.0
PHOSPHO1,2.0,,,2.0,0.0
PGAP1,2.0,,,0.0,2.0
PGAM5,2.0,,,0.0,2.0
RHOC,2.0,,,1.0,1.0
ZMAT3,2.0,,,1.0,1.0
ZHX3,2.0,,,0.0,2.0
ATIC,2.0,,,1.0,1.0
PDZD11,2.0,,,1.0,1.0
PEBP1,2.0,,,0.0,2.0
PEF1,2.0,,,0.0,2.0
ATOX1,2.0,,,0.0,2.0
NKIRAS2,2.0,,,0.0,2.0
PELP1,2.0,,,0.0,2.0
NIT2,2.0,,,1.0,1.0
ATP13A1,2.0,,,0.0,2.0
PEPD,2.0,,,0.0,2.0
NIPBL,2.0,,,1.0,1.0
ATP1B1,2.0,,,0.0,2.0
PEX5,2.0,,,2.0,0.0
ZMAT2,2.0,,,0.0,2.0
NGEF,2.0,,,2.0,0.0
PFKFB3,2.0,,,1.0,1.0
NFYC,2.0,,,2.0,0.0
ANKRD46,2.0,,,0.0,2.0
RPS27L,2.0,,,0.0,2.0
RPS28,2.0,,,1.0,1.0
ZBTB1,2.0,,,0.0,2.0
NR3C1,2.0,,,2.0,0.0
NR3C2,2.0,,,1.0,1.0
ZFP41,2.0,,,2.0,0.0
OGT,2.0,,,1.0,1.0
PAICS,2.0,,,0.0,2.0
OGDH,2.0,,,1.0,1.0
PAIP2B,2.0,,,0.0,2.0
ODF2,2.0,,,2.0,0.0
APOC4,2.0,,,0.0,2.0
PAK2,2.0,,,0.0,2.0
APOC2,2.0,,,0.0,2.0
OBFC1,2.0,,,2.0,0.0
ARHGEF1,2.0,,,1.0,1.0
NYX,2.0,,,2.0,0.0
PAQR9,2.0,,,2.0,0.0
APOBEC3B,2.0,,,0.0,2.0
ZC3H4,2.0,,,0.0,2.0
NXPH3,2.0,,,2.0,0.0
NXF2,2.0,,,2.0,0.0
ARHGEF18,2.0,,,0.0,2.0
PAPOLA,2.0,,,1.0,1.0
RNF32,2.0,,,2.0,0.0
NUSAP1,2.0,,,0.0,2.0
ZFP57,2.0,,,2.0,0.0
PAPSS2,2.0,,,2.0,0.0
OLA1,2.0,,,0.0,2.0
ZFP36L2,2.0,,,2.0,0.0
OPA1,2.0,,,0.0,2.0
ARHGAP23,2.0,,,1.0,1.0
ARCN1,2.0,,,1.0,1.0
OTUD5,2.0,,,0.0,2.0
ZDHHC15,2.0,,,1.0,1.0
ARF6,2.0,,,1.0,1.0
ZEB1,2.0,,,0.0,2.0
ZDBF2,2.0,,,0.0,2.0
P4HA2,2.0,,,2.0,0.0
RPGR,2.0,,,1.0,1.0
AQP3,2.0,,,1.0,1.0
ZFAND1,2.0,,,2.0,0.0
ZFAND2A,2.0,,,1.0,1.0
PABPC3,2.0,,,0.0,2.0
APPL1,2.0,,,1.0,1.0
APOO,2.0,,,1.0,1.0
RNPS1,2.0,,,0.0,2.0
PADI1,2.0,,,1.0,1.0
ZCCHC3,2.0,,,0.0,2.0
ZCCHC11,2.0,,,0.0,2.0
ORC3,2.0,,,0.0,2.0
ARHGAP17,2.0,,,0.0,2.0
APOL2,2.0,,,1.0,1.0
RPL19,2.0,,,0.0,2.0
NUP85,2.0,,,0.0,2.0
RNF111,2.0,,,1.0,1.0
AP3D1,2.0,,,0.0,2.0
RNF167,2.0,,,0.0,2.0
PC,2.0,,,0.0,2.0
NUCB1,2.0,,,0.0,2.0
AP5M1,2.0,,,2.0,0.0
NTRK3,2.0,,,2.0,0.0
PCBP3,2.0,,,1.0,1.0
RNF144B,2.0,,,0.0,2.0
ARMC10,2.0,,,0.0,2.0
RPL34,2.0,,,0.0,2.0
NT5C3A,2.0,,,2.0,0.0
NSRP1,2.0,,,1.0,1.0
RNF214,2.0,,,1.0,1.0
RPL36,2.0,,,0.0,2.0
RNF130,2.0,,,0.0,2.0
ZBTB24,2.0,,,1.0,1.0
NSDHL,2.0,,,0.0,2.0
ARMCX3,2.0,,,0.0,2.0
PCDHB16,2.0,,,2.0,0.0
AP2B1,2.0,,,0.0,2.0
NRG2,2.0,,,1.0,1.0
PCF11,2.0,,,0.0,2.0
PCGF6,2.0,,,1.0,1.0
PBRM1,2.0,,,0.0,2.0
RNF170,2.0,,,1.0,1.0
APBA3,2.0,,,2.0,0.0
NUDC,2.0,,,1.0,1.0
NUP54,2.0,,,0.0,2.0
APOA1,2.0,,,2.0,0.0
NUP50,2.0,,,0.0,2.0
NUP35,2.0,,,2.0,0.0
NUP214,2.0,,,0.0,2.0
NUP210,2.0,,,0.0,2.0
RNF208,2.0,,,0.0,2.0
NUP160,2.0,,,0.0,2.0
APLP2,2.0,,,0.0,2.0
PARP12,2.0,,,0.0,2.0
ZC3H10,2.0,,,0.0,2.0
ARHGEF9,2.0,,,1.0,1.0
ZBTB9,2.0,,,0.0,2.0
APLNR,2.0,,,2.0,0.0
ARID2,2.0,,,0.0,2.0
RPL24,2.0,,,0.0,2.0
ZFPL1,2.0,,,0.0,2.0
PATZ1,2.0,,,1.0,1.0
RPL26L1,2.0,,,0.0,2.0
APEH,2.0,,,1.0,1.0
NUDCD1,2.0,,,2.0,0.0
NEFH,2.0,neurofilament heavy,Tenuous,2.0,0.0
ATPAF2,2.0,,,1.0,1.0
ZNF426,2.0,,,0.0,2.0
MSH6,2.0,,,0.0,2.0
RBBP5,2.0,,,0.0,2.0
MTERF4,2.0,,,0.0,2.0
POM121,2.0,,,0.0,2.0
AHSG,2.0,,,0.0,2.0
POMGNT2,2.0,,,0.0,2.0
WFDC12,2.0,,,1.0,1.0
MSX2,2.0,,,1.0,1.0
AHI1,2.0,,,0.0,2.0
AHCYL2,2.0,,,0.0,2.0
MSI1,2.0,,,0.0,2.0
POU4F1,2.0,,,2.0,0.0
MTG2,2.0,,,2.0,0.0
SARS,2.0,,,0.0,2.0
RARS,2.0,,,0.0,2.0
BLK,2.0,,,0.0,2.0
POU5F1,2.0,,,2.0,0.0
MRPS5,2.0,,,0.0,2.0
MRPS35,2.0,,,0.0,2.0
PPA1,2.0,,,0.0,2.0
MRPS31,2.0,,,0.0,2.0
SARS2,2.0,,,0.0,2.0
BLMH,2.0,,,0.0,2.0
RBBP6,2.0,,,1.0,1.0
SALL3,2.0,,,1.0,1.0
PHPT1,2.0,,,0.0,2.0
WIZ,2.0,,,0.0,2.0
AKAP12,2.0,,,0.0,2.0
MVK,2.0,,,0.0,2.0
MUSK,2.0,,,1.0,1.0
AKAP11,2.0,,,0.0,2.0
MUS81,2.0,,,2.0,0.0
POLDIP2,2.0,,,0.0,2.0
S100A11,2.0,,,0.0,2.0
POLE2,2.0,,,1.0,1.0
S100A16,2.0,,,1.0,1.0
MTX1,2.0,,,0.0,2.0
POLK,2.0,,,1.0,1.0
BECN1,2.0,,,2.0,0.0
S100B,2.0,,,2.0,0.0
MTPAP,2.0,,,0.0,2.0
BCS1L,2.0,,,0.0,2.0
AIMP1,2.0,,,1.0,1.0
MTMR9,2.0,,,0.0,2.0
MTMR4,2.0,,,1.0,1.0
MTMR14,2.0,,,0.0,2.0
BDKRB2,2.0,,,2.0,0.0
POLR2H,2.0,,,0.0,2.0
AIM2,2.0,,,1.0,1.0
PPAP2B,2.0,,,0.0,2.0
MRPS26,2.0,,,1.0,1.0
SART1,2.0,,,0.0,2.0
ZNF384,2.0,,,0.0,2.0
RAP1B,2.0,,,1.0,1.0
BMP4,2.0,,,2.0,0.0
MRPL28,2.0,,,2.0,0.0
PPIL3,2.0,,,0.0,2.0
SCFD1,2.0,sec1 family domain containing 1,Strong evidence,0.0,2.0
SCG2,2.0,,,0.0,2.0
MRPL22,2.0,,,0.0,2.0
MRPL19,2.0,,,0.0,2.0
SCG5,2.0,,,2.0,0.0
MRPL12,2.0,,,0.0,2.0
AGO3,2.0,,,0.0,2.0
RAPGEF6,2.0,,,0.0,2.0
AGL,2.0,,,0.0,2.0
MRAP2,2.0,,,2.0,0.0
PPM1E,2.0,,,1.0,1.0
MPV17,2.0,,,1.0,1.0
RANBP1,2.0,,,1.0,1.0
ZNF408,2.0,,,1.0,1.0
RAN,2.0,,,0.0,2.0
MPRIP,2.0,,,0.0,2.0
SCMH1,2.0,,,1.0,1.0
PPME1,2.0,,,1.0,1.0
PPIG,2.0,,,0.0,2.0
PPIF,2.0,,,1.0,1.0
MRPL38,2.0,,,0.0,2.0
MRPL39,2.0,,,0.0,2.0
AGTR1,2.0,,,2.0,0.0
PPEF1,2.0,,,2.0,0.0
MRPS2,2.0,,,0.0,2.0
BLZF1,2.0,,,0.0,2.0
MRPS18A,2.0,,,2.0,0.0
MRPS17,2.0,,,1.0,1.0
SASS6,2.0,,,2.0,0.0
PPFIA1,2.0,,,0.0,2.0
SAV1,2.0,,,2.0,0.0
MRPL9,2.0,,,0.0,2.0
MRPL53,2.0,,,0.0,2.0
PPHLN1,2.0,,,0.0,2.0
MRPL52,2.0,,,0.0,2.0
PPIC,2.0,,,2.0,0.0
MRPL48,2.0,,,0.0,2.0
MRPL46,2.0,,,0.0,2.0
PPID,2.0,,,0.0,2.0
AGPS,2.0,,,2.0,0.0
SCARB1,2.0,,,0.0,2.0
SCARB2,2.0,,,0.0,2.0
WDR76,2.0,,,2.0,0.0
MXD1,2.0,,,1.0,1.0
RXRB,2.0,,,1.0,1.0
BCL2L13,2.0,,,1.0,1.0
ZNF205,2.0,,,1.0,1.0
ND4,2.0,,,0.0,2.0
PKP1,2.0,,,0.0,2.0
ND1,2.0,,,0.0,2.0
XAF1,2.0,,,1.0,1.0
BACH1,2.0,,,1.0,1.0
BACH2,2.0,,,1.0,1.0
PKP3,2.0,,,0.0,2.0
WWC1,2.0,,,1.0,1.0
ALS2,2.0,alsin Rho guanine nucleotide exchange factor ALS2,Tenuous,1.0,1.0
PLAUR,2.0,,,1.0,1.0
ZNF207,2.0,,,0.0,2.0
RRP7A,2.0,,,1.0,1.0
WRNIP1,2.0,,,0.0,2.0
ZNF212,2.0,,,1.0,1.0
ALDOC,2.0,,,1.0,1.0
RRAGB,2.0,,,0.0,2.0
ALDH5A1,2.0,,,0.0,2.0
RRAGC,2.0,,,1.0,1.0
NCAM1,2.0,,,0.0,2.0
RRAGD,2.0,,,1.0,1.0
BBC3,2.0,,,1.0,1.0
PLEKHB2,2.0,,,1.0,1.0
AMBRA1,2.0,,,2.0,0.0
ND5,2.0,,,0.0,2.0
AXIN1,2.0,,,2.0,0.0
NDOR1,2.0,,,0.0,2.0
ZMYM3,2.0,,,1.0,1.0
NDUFV3,2.0,,,0.0,2.0
PIAS3,2.0,,,0.0,2.0
NDUFV2,2.0,,,1.0,1.0
ANAPC2,2.0,,,1.0,1.0
REEP4,2.0,,,0.0,2.0
PIK3CA,2.0,,,2.0,0.0
PIK3IP1,2.0,,,1.0,1.0
NDUFS7,2.0,,,2.0,0.0
AMY2B,2.0,,,0.0,2.0
ZNF143,2.0,,,1.0,1.0
PIN4,2.0,,,1.0,1.0
NDUFB10,2.0,,,0.0,2.0
NDUFB1,2.0,,,0.0,2.0
NDUFA9,2.0,,,0.0,2.0
ZNF165,2.0,,,0.0,2.0
NDUFA4,2.0,,,1.0,1.0
AMIGO1,2.0,,,0.0,2.0
NDRG3,2.0,,,1.0,1.0
PITPNM2,2.0,,,0.0,2.0
RDH11,2.0,,,0.0,2.0
RRP1B,2.0,,,1.0,1.0
NARS,2.0,,,0.0,2.0
BCL2L11,2.0,,,1.0,1.0
BCHE,2.0,,,2.0,0.0
MYO1B,2.0,,,0.0,2.0
MYO19,2.0,,,1.0,1.0
MYO18A,2.0,,,0.0,2.0
MYO15B,2.0,,,1.0,1.0
MYLIP,2.0,,,2.0,0.0
ZNF318,2.0,,,1.0,1.0
MYL6,2.0,,,0.0,2.0
AKR1B1,2.0,,,0.0,2.0
AKR1A1,2.0,,,0.0,2.0
MYH6,2.0,,,1.0,1.0
MYH14,2.0,,,1.0,1.0
NAPSA,2.0,,,2.0,0.0
RBM17,2.0,,,0.0,2.0
BCKDHA,2.0,,,1.0,1.0
POC5,2.0,,,2.0,0.0
MYH10,2.0,,,0.0,2.0
PODXL,2.0,,,1.0,1.0
PODXL2,2.0,,,1.0,1.0
BCKDK,2.0,,,0.0,2.0
POF1B,2.0,,,0.0,2.0
POGLUT1,2.0,,,2.0,0.0
BCL2L10,2.0,,,0.0,2.0
PMPCA,2.0,,,1.0,1.0
PMEPA1,2.0,,,1.0,1.0
MYO1D,2.0,,,0.0,2.0
MYO1F,2.0,,,1.0,1.0
RSF1,2.0,,,0.0,2.0
NAPA,2.0,,,1.0,1.0
NANOG,2.0,,,2.0,0.0
ZNF263,2.0,,,2.0,0.0
NACAD,2.0,,,0.0,2.0
NACA2,2.0,,,1.0,1.0
NABP2,2.0,,,0.0,2.0
NAB2,2.0,,,2.0,0.0
PLOD1,2.0,,,0.0,2.0
NAA50,2.0,,,1.0,1.0
PLOD2,2.0,,,0.0,2.0
PLOD3,2.0,,,0.0,2.0
RSRC1,2.0,,,0.0,2.0
PLRG1,2.0,,,0.0,2.0
PLS3,2.0,,,1.0,1.0
RSRC2,2.0,,,1.0,1.0
RBM4,2.0,,,0.0,2.0
RTN4,2.0,,,0.0,2.0
ALDH18A1,2.0,,,0.0,2.0
MYO5A,2.0,,,0.0,2.0
RBM33,2.0,,,0.0,2.0
NOC4L,2.0,,,1.0,1.0
PURB,2.0,,,0.0,2.0
GRK1,2.0,,,1.0,1.0
TWF2,2.0,,,1.0,1.0
CLIP2,2.0,,,0.0,2.0
HNF1A,2.0,,,1.0,1.0
HMOX1,2.0,,,0.0,2.0
F7,2.0,,,0.0,2.0
SRP19,2.0,,,0.0,2.0
THBS3,2.0,,,2.0,0.0
SRP54,2.0,,,1.0,1.0
FA2H,2.0,,,1.0,1.0
SRP72,2.0,,,0.0,2.0
HMGCR,2.0,,,1.0,1.0
HMGB3,2.0,,,0.0,2.0
SRPR,2.0,,,0.0,2.0
FAM189A2,2.0,,,1.0,1.0
HMGA2,2.0,,,1.0,1.0
CLPP,2.0,,,0.0,2.0
HMBS,2.0,,,0.0,2.0
HLTF,2.0,,,0.0,2.0
CLPX,2.0,,,0.0,2.0
HLA-DRB1,2.0,,,2.0,0.0
TULP2,2.0,,,1.0,1.0
CLTA,2.0,,,1.0,1.0
HLA-B,2.0,,,2.0,0.0
SRSF10,2.0,,,0.0,2.0
TGM3,2.0,,,0.0,2.0
THOC1,2.0,,,0.0,2.0
CLIP1,2.0,,,0.0,2.0
CLINT1,2.0,,,0.0,2.0
DBNL,2.0,,,1.0,1.0
HRASLS2,2.0,,,2.0,0.0
SRCAP,2.0,,,1.0,1.0
HPRT1,2.0,,,0.0,2.0
HP1BP3,2.0,,,1.0,1.0
EXD2,2.0,,,1.0,1.0
HOXB5,2.0,,,1.0,1.0
DCAF15,2.0,,,2.0,0.0
EXOC2,2.0,,,1.0,1.0
TXNIP,2.0,,,2.0,0.0
CLASP1,2.0,,,0.0,2.0
HNRNPLL,2.0,,,0.0,2.0
CLCF1,2.0,,,0.0,2.0
CLCN2,2.0,,,1.0,1.0
CLDN17,2.0,,,0.0,2.0
EXOSC9,2.0,,,1.0,1.0
TXN2,2.0,,,1.0,1.0
CLEC14A,2.0,,,2.0,0.0
THOC5,2.0,,,0.0,2.0
EYA3,2.0,,,1.0,1.0
CLEC2D,2.0,,,2.0,0.0
TXLNB,2.0,,,1.0,1.0
CLEC4M,2.0,,,2.0,0.0
CLGN,2.0,,,1.0,1.0
SRSF11,2.0,,,0.0,2.0
HIST3H2BB,2.0,,,0.0,2.0
SRSF4,2.0,,,0.0,2.0
HIBADH,2.0,,,1.0,1.0
HEYL,2.0,,,0.0,2.0
HERC6,2.0,,,1.0,1.0
COA3,2.0,,,0.0,2.0
TFF1,2.0,,,1.0,1.0
COA7,2.0,,,0.0,2.0
FAM161A,2.0,,,0.0,2.0
FAM162A,2.0,,,0.0,2.0
TUBA4A,2.0,tubulin alpha 4a,Strong evidence,1.0,1.0
HEATR5B,2.0,,,0.0,2.0
COL18A1,2.0,,,1.0,1.0
ST3GAL1,2.0,,,1.0,1.0
HDGFRP2,2.0,,,0.0,2.0
ST3GAL6,2.0,,,0.0,2.0
COL4A1,2.0,,,0.0,2.0
COL8A1,2.0,,,1.0,1.0
COL9A2,2.0,,,2.0,0.0
HDAC10,2.0,,,2.0,0.0
TFE3,2.0,,,0.0,2.0
ST6GALNAC3,2.0,,,2.0,0.0
FAM170A,2.0,,,2.0,0.0
HCCS,2.0,,,0.0,2.0
HBEGF,2.0,,,2.0,0.0
HAUS8,2.0,,,0.0,2.0
CNTF,2.0,ciliary neurotrophic factor,Tenuous,1.0,1.0
FAM131C,2.0,,,0.0,2.0
CMPK1,2.0,,,1.0,1.0
CNST,2.0,,,0.0,2.0
HIST2H2AC,2.0,,,1.0,1.0
DBF4B,2.0,,,0.0,2.0
HIST1H3E,2.0,,,2.0,0.0
TREX1,2.0,,,2.0,0.0
TGM1,2.0,,,0.0,2.0
CNIH4,2.0,,,0.0,2.0
SRY,2.0,,,0.0,2.0
DARS,2.0,,,1.0,1.0
FAHD2A,2.0,,,1.0,1.0
TRIM10,2.0,,,2.0,0.0
SS18L1,2.0,SS18L1 subunit of BAF chromatin remodeling complex,Moderate evidence,1.0,1.0
HIST1H2AE,2.0,,,0.0,2.0
TUBB6,2.0,,,1.0,1.0
HIST1H1D,2.0,,,0.0,2.0
CNOT7,2.0,,,0.0,2.0
SSBP3,2.0,,,1.0,1.0
DAO,2.0,D-amino acid oxidase,Moderate evidence,1.0,1.0
TRIM11,2.0,,,1.0,1.0
HIPK3,2.0,,,2.0,0.0
TGFB1,2.0,,,2.0,0.0
HIP1R,2.0,,,0.0,2.0
CNP,2.0,,,0.0,2.0
HIF1AN,2.0,,,2.0,0.0
EVC2,2.0,,,2.0,0.0
TYRO3,2.0,,,0.0,2.0
EVA1C,2.0,,,2.0,0.0
CFH,2.0,,,1.0,1.0
SPACA4,2.0,,,2.0,0.0
DDIAS,2.0,,,1.0,1.0
DDAH2,2.0,,,1.0,1.0
IGHM,2.0,,,0.0,2.0
ERC1,2.0,,,0.0,2.0
SPAG9,2.0,,,0.0,2.0
CHAF1A,2.0,,,1.0,1.0
CHCHD2P9,2.0,,,0.0,2.0
SPANXN2,2.0,,,0.0,2.0
IGBP1,2.0,,,1.0,1.0
CHCHD4,2.0,,,0.0,2.0
ERCC3,2.0,,,0.0,2.0
IFT57,2.0,,,2.0,0.0
IFT20,2.0,,,1.0,1.0
ERCC5,2.0,,,1.0,1.0
SPATA2,2.0,,,1.0,1.0
ERCC6,2.0,,,1.0,1.0
IFT122,2.0,,,1.0,1.0
SPATA20,2.0,,,0.0,2.0
IFITM3,2.0,,,2.0,0.0
CHCHD6,2.0,,,1.0,1.0
IFI30,2.0,,,1.0,1.0
UBE2C,2.0,,,1.0,1.0
IK,2.0,,,0.0,2.0
CFDP1,2.0,,,0.0,2.0
IER2,2.0,,,2.0,0.0
ERAL1,2.0,,,0.0,2.0
ENPP6,2.0,,,2.0,0.0
CEP78,2.0,,,0.0,2.0
SON,2.0,,,0.0,2.0
TMBIM6,2.0,,,1.0,1.0
SORBS1,2.0,,,1.0,1.0
SORBS2,2.0,,,1.0,1.0
ENY2,2.0,,,1.0,1.0
INA,2.0,,,0.0,2.0
EPAS1,2.0,,,2.0,0.0
SORL1,2.0,,,1.0,1.0
ILVBL,2.0,,,0.0,2.0
EPB41,2.0,,,2.0,0.0
UBE2L6,2.0,,,1.0,1.0
EPB41L5,2.0,,,0.0,2.0
IL6ST,2.0,,,1.0,1.0
EPHA1,2.0,,,2.0,0.0
UBE2J1,2.0,,,1.0,1.0
EPHA7,2.0,,,2.0,0.0
IL32,2.0,,,1.0,1.0
TLR3,2.0,,,2.0,0.0
SOX5,2.0,SRY-box transcription factor 5,Tenuous,1.0,1.0
IL12RB1,2.0,,,2.0,0.0
EPSTI1,2.0,,,0.0,2.0
ERCC8,2.0,,,2.0,0.0
TK1,2.0,,,2.0,0.0
CISD1,2.0,,,0.0,2.0
ESPL1,2.0,,,0.0,2.0
HSPH1,2.0,,,0.0,2.0
UBASH3A,2.0,,,2.0,0.0
HSPBP1,2.0,,,0.0,2.0
ESRRA,2.0,,,1.0,1.0
UBAP2,2.0,,,0.0,2.0
ESYT1,2.0,,,0.0,2.0
CHRM3,2.0,,,2.0,0.0
TRAK2,2.0,,,2.0,0.0
CHRM4,2.0,,,2.0,0.0
DCDC5,2.0,,,1.0,1.0
CHRNA9,2.0,,,2.0,0.0
HSPA1B,2.0,,,0.0,2.0
CHST10,2.0,,,2.0,0.0
CHST12,2.0,,,1.0,1.0
SPR,2.0,,,1.0,1.0
ETFB,2.0,,,0.0,2.0
HSH2D,2.0,,,0.0,2.0
ETNK1,2.0,,,1.0,1.0
SPTA1,2.0,,,1.0,1.0
HSF2BP,2.0,,,1.0,1.0
CIAPIN1,2.0,,,1.0,1.0
DCD,2.0,,,0.0,2.0
SPTBN4,2.0,,,0.0,2.0
DCLK2,2.0,,,0.0,2.0
HTR3A,2.0,,,2.0,0.0
TRAF5,2.0,,,2.0,0.0
HTR3C,2.0,,,2.0,0.0
SPC24,2.0,,,0.0,2.0
SPCS3,2.0,,,0.0,2.0
IDH3A,2.0,,,0.0,2.0
ERGIC3,2.0,,,0.0,2.0
TJP2,2.0,,,0.0,2.0
IDE,2.0,,,2.0,0.0
SPDL1,2.0,,,1.0,1.0
ICT1,2.0,,,0.0,2.0
TJP1,2.0,,,0.0,2.0
ERLIN1,2.0,ER lipid raft associated 1,Tenuous,0.0,2.0
DCTPP1,2.0,,,0.0,2.0
TIMP2,2.0,,,2.0,0.0
CHDH,2.0,,,1.0,1.0
SPG20,2.0,,,2.0,0.0
ERP27,2.0,,,1.0,1.0
HYPK,2.0,,,1.0,1.0
HYAL2,2.0,,,1.0,1.0
UBD,2.0,,,2.0,0.0
CHL1,2.0,,,1.0,1.0
ERP29,2.0,,,2.0,0.0
FOS,2.0,,,1.0,1.0
HTRA1,2.0,,,1.0,1.0
DCP1B,2.0,,,0.0,2.0
STAG2,2.0,,,1.0,1.0
HAUS4,2.0,,,0.0,2.0
INPPL1,2.0,,,0.0,2.0
FEZ2,2.0,,,0.0,2.0
CRMP1,2.0,,,0.0,2.0
FCHO1,2.0,,,1.0,1.0
FCHSD2,2.0,,,2.0,0.0
FDX1L,2.0,,,0.0,2.0
CUTA,2.0,,,1.0,1.0
GCSH,2.0,,,1.0,1.0
GCN1L1,2.0,,,0.0,2.0
GCFC2,2.0,,,0.0,2.0
GCDH,2.0,,,0.0,2.0
FERMT2,2.0,,,0.0,2.0
TRIM58,2.0,,,2.0,0.0
CRYBA4,2.0,,,2.0,0.0
TFAP2C,2.0,,,1.0,1.0
FGB,2.0,,,1.0,1.0
TCAP,2.0,,,1.0,1.0
CTU2,2.0,,,0.0,2.0
SYN3,2.0,,,0.0,2.0
GATC,2.0,,,0.0,2.0
GATAD1,2.0,,,0.0,2.0
CRYL1,2.0,,,2.0,0.0
SYNJ2BP,2.0,,,1.0,1.0
GART,2.0,,,1.0,1.0
CS,2.0,,,1.0,1.0
GAPVD1,2.0,,,0.0,2.0
GET4,2.0,,,0.0,2.0
CRIP2,2.0,,,0.0,2.0
CRIP1,2.0,,,1.0,1.0
GFPT1,2.0,,,1.0,1.0
GLYR1,2.0,,,1.0,1.0
GLTSCR1L,2.0,,,2.0,0.0
GLTSCR1,2.0,,,0.0,2.0
GLRX5,2.0,,,1.0,1.0
TCF3,2.0,,,1.0,1.0
CXADR,2.0,,,1.0,1.0
GLI2,2.0,,,1.0,1.0
GLG1,2.0,,,0.0,2.0
TSC22D1,2.0,,,2.0,0.0
SUPT4H1,2.0,,,0.0,2.0
GLB1,2.0,,,0.0,2.0
GJB7,2.0,,,2.0,0.0
GJB1,2.0,,,1.0,1.0
CREBZF,2.0,,,0.0,2.0
SUPV3L1,2.0,,,1.0,1.0
TRIM54,2.0,,,2.0,0.0
CREM,2.0,,,0.0,2.0
SURF4,2.0,,,0.0,2.0
GHRL,2.0,,,1.0,1.0
CUTC,2.0,,,1.0,1.0
GGA2,2.0,,,0.0,2.0
TCEB3,2.0,,,1.0,1.0
SUSD4,2.0,,,2.0,0.0
TBRG4,2.0,,,1.0,1.0
TBL3,2.0,,,0.0,2.0
SYNPO,2.0,,,1.0,1.0
FKBP2,2.0,,,2.0,0.0
TAF13,2.0,,,0.0,2.0
TBC1D22A,2.0,,,2.0,0.0
TRMT1L,2.0,,,1.0,1.0
CTGF,2.0,,,1.0,1.0
TRIP13,2.0,,,1.0,1.0
